,tweet_id,timestamp,source,text,expanded_urls,rating_numerator,rating_denominator,Dog_Name,Dog_class,jpg_url,img_num,Dog_Type1,p1_conf,p1_dog,Dog_Type2,p2_conf,p2_dog,Dog_Type3,p3_conf,p3_dog,retweet_count,favorite_count
26,886736880519319552,2017-07-16 23:58:41,Twitter for iPhone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b","https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",13,10,mingus, ,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1.0,kuvasz,30.97%,True,great pyrenees,18.61%,True,dandie dinmont,8.63%,True,2821.0,10976.0
27,886680336477933568,2017-07-16 20:14:00,Twitter for iPhone,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,https://twitter.com/dog_rates/status/886680336477933568/photo/1,13,10,derek, ,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1.0,convertible,73.90%,False,sports car,14.00%,False,car wheel,4.42%,False,3962.0,20662.0
28,886366144734445568,2017-07-15 23:25:31,Twitter for iPhone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",12,10,roscoe,pupper,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1.0,french bulldog,99.92%,True,chihuahua,0.04%,True,boston bull,0.01%,True,2804.0,19396.0
30,886258384151887873,2017-07-15 16:17:19,Twitter for iPhone,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,https://twitter.com/dog_rates/status/886258384151887873/photo/1,13,10,waffles, ,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1.0,pug,94.36%,True,shower cap,2.53%,False,siamese cat,0.28%,False,5601.0,25680.0
31,885984800019947520,2017-07-14 22:10:11,Twitter for iPhone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,https://twitter.com/dog_rates/status/885984800019947520/photo/1,12,10,jimbo, ,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1.0,blenheim spaniel,97.25%,True,shih-tzu,0.66%,True,bernese mountain dog,0.62%,True,5949.0,29921.0
32,885528943205470208,2017-07-13 15:58:47,Twitter for iPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,https://twitter.com/dog_rates/status/885528943205470208/photo/1,13,10,maisey, ,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1.0,pug,36.93%,True,labrador retriever,26.58%,True,kuvasz,13.47%,True,5662.0,33012.0
34,885167619883638784,2017-07-12 16:03:00,Twitter for iPhone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,"https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1",13,10,none, ,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4.0,malamute,81.25%,True,siberian husky,7.17%,True,eskimo dog,5.58%,True,3867.0,20074.0
35,884925521741709313,2017-07-12 00:01:00,Twitter for iPhone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",https://twitter.com/dog_rates/status/884925521741709313/photo/1,12,10,earl, ,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1.0,italian greyhound,25.99%,True,american staffordshire terrier,19.85%,True,staffordshire bullterrier,12.77%,True,15973.0,70643.0
36,884876753390489601,2017-07-11 20:47:12,Twitter for iPhone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",13,10,lola, ,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1.0,chow,82.21%,True,norwich terrier,10.61%,True,norfolk terrier,3.73%,True,4944.0,25526.0
37,884562892145688576,2017-07-11 00:00:02,Twitter for iPhone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,https://twitter.com/dog_rates/status/884562892145688576/photo/1,13,10,kevin, ,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1.0,pug,54.64%,True,french bulldog,40.43%,True,brabancon griffon,4.40%,True,4159.0,22323.0
38,884441805382717440,2017-07-10 15:58:53,Twitter for iPhone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",https://twitter.com/dog_rates/status/884441805382717440/photo/1,14,10,none, ,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1.0,pembroke,99.32%,True,cardigan,0.32%,True,chihuahua,0.21%,True,5047.0,24892.0
40,884162670584377345,2017-07-09 21:29:42,Twitter for iPhone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,https://twitter.com/dog_rates/status/884162670584377345/photo/1,12,10,yogi,doggo,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1.0,german shepherd,70.70%,True,malinois,19.94%,True,norwegian elkhound,4.91%,True,2651.0,18747.0
41,883838122936631299,2017-07-09 00:00:04,Twitter for iPhone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,https://twitter.com/dog_rates/status/883838122936631299/photo/1,12,10,noah, ,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1.0,doberman,61.09%,True,miniature pinscher,29.96%,True,kelpie,6.30%,True,3027.0,20066.0
42,883482846933004288,2017-07-08 00:28:19,Twitter for iPhone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948","https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1",5,10,bella, ,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1.0,golden retriever,94.31%,True,labrador retriever,3.24%,True,kuvasz,0.55%,True,8744.0,42072.0
43,883360690899218434,2017-07-07 16:22:55,Twitter for iPhone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,https://twitter.com/dog_rates/status/883360690899218434/photo/1,13,10,grizzwald,floofer,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1.0,chow,98.80%,True,tibetan mastiff,0.71%,True,newfoundland,0.21%,True,3265.0,20843.0
44,883117836046086144,2017-07-07 00:17:54,Twitter for iPhone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E","https://twitter.com/dog_rates/status/883117836046086144/photo/1,https://twitter.com/dog_rates/status/883117836046086144/photo/1",13,10,none, ,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2.0,golden retriever,94.96%,True,labrador retriever,4.59%,True,kuvasz,0.25%,True,5876.0,34026.0
45,882992080364220416,2017-07-06 15:58:11,Twitter for iPhone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,"https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://twitter.com/dog_rates/status/882992080364220416/photo/1",13,10,rusty, ,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1.0,eskimo dog,46.68%,True,siberian husky,40.60%,True,dingo,7.34%,False,3435.0,21930.0
46,882762694511734784,2017-07-06 00:46:41,Twitter for iPhone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,https://twitter.com/dog_rates/status/882762694511734784/photo/1,12,10,gus,pupper,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1.0,labrador retriever,85.00%,True,chesapeake bay retriever,7.43%,True,flat-coated retriever,1.56%,True,4323.0,25940.0
47,882627270321602560,2017-07-05 15:48:34,Twitter for iPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,https://twitter.com/dog_rates/status/882627270321602560/photo/1,13,10,stanley, ,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1.0,pembroke,54.30%,True,chihuahua,25.20%,True,cardigan,10.77%,True,5375.0,25717.0
48,882268110199369728,2017-07-04 16:01:23,Twitter for iPhone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,"https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1",13,10,alfy, ,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1.0,golden retriever,76.22%,True,labrador retriever,9.90%,True,cocker spaniel,1.72%,True,10274.0,41138.0
49,882045870035918850,2017-07-04 01:18:17,Twitter for iPhone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w","https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1",13,10,koko, ,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1.0,web site,94.96%,False,dhole,1.73%,False,golden retriever,0.69%,True,4312.0,26919.0
50,881906580714921986,2017-07-03 16:04:48,Twitter for iPhone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,https://twitter.com/dog_rates/status/881906580714921986/photo/1,12,10,rey, ,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1.0,weimaraner,29.15%,True,chesapeake bay retriever,27.90%,True,koala,12.70%,False,3016.0,22386.0
51,881666595344535552,2017-07-03 00:11:11,Twitter for iPhone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,https://twitter.com/dog_rates/status/881666595344535552/photo/1,13,10,gary, ,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1.0,saluki,52.90%,True,afghan hound,25.00%,True,golden retriever,16.07%,True,9453.0,46530.0
53,881536004380872706,2017-07-02 15:32:16,Twitter for iPhone,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",https://twitter.com/dog_rates/status/881536004380872706/video/1,14,10,a,pupper,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,1.0,samoyed,28.15%,True,angora,27.21%,False,persian cat,11.49%,False,14186.0,45431.0
54,881268444196462592,2017-07-01 21:49:04,Twitter for iPhone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,https://twitter.com/dog_rates/status/881268444196462592/photo/1,12,10,elliot, ,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,1.0,tusker,47.33%,False,indian elephant,24.56%,False,ibex,5.57%,False,4696.0,21398.0
55,880935762899988482,2017-06-30 23:47:07,Twitter for iPhone,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,https://twitter.com/dog_rates/status/880935762899988482/photo/1,13,10,louis, ,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,1.0,street sign,25.18%,False,umbrella,11.51%,False,traffic light,6.95%,False,2482.0,15721.0
56,880872448815771648,2017-06-30 19:35:32,Twitter for iPhone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,https://twitter.com/dog_rates/status/880872448815771648/photo/1,12,10,none, ,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1.0,pembroke,79.14%,True,norwich terrier,6.14%,True,chihuahua,3.37%,True,3392.0,19560.0
57,880465832366813184,2017-06-29 16:39:47,Twitter for iPhone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,"https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1",12,10,bella, ,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1.0,golden retriever,91.33%,True,labrador retriever,2.63%,True,cocker spaniel,0.94%,True,5511.0,26141.0
58,880221127280381952,2017-06-29 00:27:25,Twitter for iPhone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,"https://twitter.com/dog_rates/status/880221127280381952/photo/1,https://twitter.com/dog_rates/status/880221127280381952/photo/1",12,10,jesse, ,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1.0,chihuahua,23.85%,True,meerkat,10.43%,False,clumber,5.26%,True,3683.0,24741.0
59,880095782870896641,2017-06-28 16:09:20,Twitter for iPhone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,https://twitter.com/dog_rates/status/880095782870896641/photo/1,11,10,none, ,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1.0,miniature pinscher,12.03%,True,rhodesian ridgeback,10.64%,True,beagle,10.61%,True,3861.0,25387.0
60,879862464715927552,2017-06-28 00:42:13,Twitter for iPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,"https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1",13,10,romeo, ,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3.0,basset,81.35%,True,beagle,14.67%,True,cocker spaniel,0.95%,True,3087.0,20567.0
